Adres,Cena,Powierzchnia,Forma własności,Liczba pokoi,Stan wykończenia,Piętro,Czynsz,Ogrzewanie,Rynek,Typ ogłoszeniodawcy,Rok budowy,Rodzaj zabudowy,Winda,Dzielnica,Cena [zł/m²],Balkon,Ogródek,Taras,Miejsce parkingowe/Garaż,Domofon/Wideofon,Teren zamknięty,Monitoring/Ochrona,pralka,lodówka,meble,telewizor,piekarnik,zmywarka,kuchenka,Klimatyzacja
"ul. Dywizjonu AK ""Jeleń"", Siekierki, Mokotów, Warszawa, mazowieckie",1147500.0,55.61,pełna własność,3,do zamieszkania,1,847.0,miejskie,wtórny,biuro nieruchomości,2023,apartamentowiec,1,Mokotów,20635.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"al. Aleja Niepodległości, Wierzbno, Mokotów, Warszawa, mazowieckie",890000.0,55.38,pełna własność,3,do zamieszkania,2,860.0,miejskie,wtórny,biuro nieruchomości,1955,kamienica,0,Mokotów,16071.0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0
"ul. Ludwika Michała Paca 39, Grochów, Praga-Południe, Warszawa, mazowieckie",690000.0,44.0,pełna własność,2,do remontu,3,650.0,miejskie,wtórny,biuro nieruchomości,1960,kamienica,0,Praga-Południe,15682.0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0
"ul. Piotra Wysockiego 25, Bródno, Targówek, Warszawa, mazowieckie",1490000.0,89.0,pełna własność,4,do zamieszkania,1,1000.0,miejskie,pierwotny,prywatny,2022,blok,1,Targówek,16742.0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
"al. Aleja Stanów Zjednoczonych, Saska Kępa, Praga-Południe, Warszawa, mazowieckie",710000.0,49.71,pełna własność,2,do remontu,2,700.0,miejskie,wtórny,biuro nieruchomości,1961,dom wolnostojący,0,Praga-Południe,14283.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ul. Klaudyny, Marymont-Ruda, Bielany, Warszawa, mazowieckie",543000.0,32.0,pełna własność,2,do zamieszkania,2,430.0,miejskie,wtórny,biuro nieruchomości,1976,blok,1,Bielany,16969.0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0
"ul. Komorska 48, Gocławek, Praga-Południe, Warszawa, mazowieckie",781000.0,43.41,pełna własność,3,do wykończenia,2,600.0,gazowe,pierwotny,biuro nieruchomości,2024,apartamentowiec,1,Praga-Południe,17991.0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"ul. Gioacchino Rossiniego, Kobiałka, Białołęka, Warszawa, mazowieckie",810000.0,48.18,użytkowanie wieczyste / dzierżawa,3,do zamieszkania,2,600.0,miejskie,wtórny,prywatny,2013,apartamentowiec,0,Białołęka,16812.0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0
"ul. Domaniewska, Ksawerów, Mokotów, Warszawa, mazowieckie",1000000.0,44.64,pełna własność,2,do zamieszkania,2,590.0,miejskie,wtórny,biuro nieruchomości,2023,apartamentowiec,1,Mokotów,22401.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"Powsinek, Wilanów, Warszawa, mazowieckie",1650000.0,92.0,pełna własność,4,do zamieszkania,2,1000.0,gazowe,pierwotny,biuro nieruchomości,2021,apartamentowiec,1,Wilanów,17935.0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0
"ul. Włodarzewska, Szczęśliwice, Ochota, Warszawa, mazowieckie",890000.0,47.0,pełna własność,2,do zamieszkania,6,800.0,miejskie,wtórny,biuro nieruchomości,2012,apartamentowiec,1,Ochota,18936.0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0
"Dzikich Jabłoni, Stegny, Mokotów, Warszawa, mazowieckie",1350000.0,51.19,pełna własność,2,do zamieszkania,2,815.0,miejskie,wtórny,biuro nieruchomości,2022,blok,1,Mokotów,26372.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ul. Fasolowa, Stare Włochy, Włochy, Warszawa, mazowieckie",595000.0,39.0,spółdzielcze wł. prawo do lokalu,2,do zamieszkania,4,585.0,miejskie,wtórny,biuro nieruchomości,1996,blok,0,Włochy,15256.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ul. Stanisława Żółkiewskiego, Gocławek, Praga-Południe, Warszawa, mazowieckie",739000.0,46.4,pełna własność,2,do zamieszkania,1,740.0,miejskie,wtórny,biuro nieruchomości,1959,blok,0,Praga-Południe,15927.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"ul. Makolągwy, Stary Imielin, Ursynów, Warszawa, mazowieckie",929000.0,57.12,spółdzielcze wł. prawo do lokalu,3,do wykończenia,1,1300.0,miejskie,wtórny,biuro nieruchomości,2001,blok,1,Ursynów,16264.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"ul. Apenińska, Bemowo-Lotnisko, Bemowo, Warszawa, mazowieckie",985000.0,62.4,pełna własność,4,do zamieszkania,1,1100.0,miejskie,wtórny,biuro nieruchomości,1983,blok,1,Bemowo,15785.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ul. Częstochowska, Stara Ochota, Ochota, Warszawa, mazowieckie",999000.0,50.0,pełna własność,2,do zamieszkania,1,700.0,miejskie,wtórny,biuro nieruchomości,1951,blok,0,Ochota,19980.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ul. Sulejkowska, Gocławek, Praga-Południe, Warszawa, mazowieckie",790000.0,39.7,pełna własność,2,do zamieszkania,1,400.0,miejskie,wtórny,biuro nieruchomości,2014,apartamentowiec,1,Praga-Południe,19899.0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0
"ul. Elektoralna, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",945000.0,51.12,pełna własność,2,do zamieszkania,1,800.0,miejskie,wtórny,biuro nieruchomości,1950,kamienica,0,Śródmieście,18486.0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
"ul. Samolotowa, Gocław, Praga-Południe, Warszawa, mazowieckie",835000.0,65.98,pełna własność,4,do remontu,2,980.0,miejskie,wtórny,biuro nieruchomości,1986,blok,1,Praga-Południe,12655.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"ul. Broniwoja, Ksawerów, Mokotów, Warszawa, mazowieckie",1218500.0,61.39,pełna własność,2,do zamieszkania,9,968.0,miejskie,wtórny,biuro nieruchomości,2008,apartamentowiec,1,Mokotów,19849.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
"ul. Siemiatycka, Jelonki Południowe, Bemowo, Warszawa, mazowieckie",840000.0,50.0,użytkowanie wieczyste / dzierżawa,2,do wykończenia,7,1000.0,miejskie,wtórny,biuro nieruchomości,1979,blok,1,Bemowo,16800.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Wyczółki, Ursynów, Warszawa, mazowieckie",885000.0,47.58,pełna własność,2,do zamieszkania,3,590.0,miejskie,wtórny,prywatny,2015,apartamentowiec,1,Ursynów,18600.0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0
"ul. Niska, Muranów, Śródmieście, Warszawa, mazowieckie",750000.0,37.8,użytkowanie wieczyste / dzierżawa,2,do zamieszkania,3,700.0,miejskie,wtórny,biuro nieruchomości,1964,blok,1,Śródmieście,19841.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"ul. św. Wincentego, Bródno-Podgrodzie, Targówek, Warszawa, mazowieckie",850000.0,57.22,spółdzielcze wł. prawo do lokalu,2,do zamieszkania,3,750.0,miejskie,wtórny,biuro nieruchomości,2011,blok,1,Targówek,14855.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"al. Aleja Wilanowska 7, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",800000.0,47.4,pełna własność,2,do zamieszkania,3,652.0,miejskie,pierwotny,prywatny,2006,apartamentowiec,1,Wilanów,16878.0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0
"ul. Dziatwy, Henryków, Białołęka, Warszawa, mazowieckie",640000.0,45.5,pełna własność,2,do zamieszkania,0,700.0,miejskie,wtórny,biuro nieruchomości,2018,blok,1,Białołęka,14066.0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0
"ul. Międzynarodowa, Saska Kępa, Praga-Południe, Warszawa, mazowieckie",895000.0,54.0,pełna własność,2,do remontu,9,765.0,miejskie,wtórny,biuro nieruchomości,1970,blok,1,Praga-Południe,16574.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ul. Krucza, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",980000.0,47.63,pełna własność,2,do zamieszkania,4,938.0,miejskie,wtórny,biuro nieruchomości,1961,blok,1,Śródmieście,20575.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"ul. Odkryta, Nowodwory, Białołęka, Warszawa, mazowieckie",610000.0,47.0,pełna własność,2,do zamieszkania,6,760.0,miejskie,wtórny,biuro nieruchomości,2003,szeregowiec,1,Białołęka,12979.0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0
"ul. Bokserska, Służewiec, Mokotów, Warszawa, mazowieckie",1050000.0,44.6,pełna własność,2,do zamieszkania,2,600.0,miejskie,wtórny,biuro nieruchomości,2022,blok,1,Mokotów,23543.0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0
"ul. Ateńska, Saska Kępa, Praga-Południe, Warszawa, mazowieckie",599900.0,28.5,spółdzielcze wł. prawo do lokalu,2,do zamieszkania,6,560.0,miejskie,wtórny,prywatny,1974,blok,1,Praga-Południe,21049.0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0
"ul. Bokserska, Służewiec, Mokotów, Warszawa, mazowieckie",1025000.0,46.68,pełna własność,2,do zamieszkania,2,700.0,miejskie,wtórny,biuro nieruchomości,2022,blok,1,Mokotów,21958.0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0
"ul. Krasnobrodzka, Bródno, Targówek, Warszawa, mazowieckie",620000.0,48.0,pełna własność,2,do remontu,9,700.0,miejskie,wtórny,biuro nieruchomości,1978,blok,1,Targówek,12917.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"ul. Stokłosy, Ursynów Północny, Ursynów, Warszawa, mazowieckie",575000.0,32.8,spółdzielcze wł. prawo do lokalu,2,do remontu,1,600.0,miejskie,wtórny,prywatny,1979,blok,1,Ursynów,17530.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ul. Fasolowa, Stare Włochy, Włochy, Warszawa, mazowieckie",860000.0,70.1,pełna własność,3,do remontu,3,1235.0,miejskie,wtórny,biuro nieruchomości,2002,blok,1,Włochy,12268.0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"ul. Andrzeja Sołtana, Bemowo-Lotnisko, Bemowo, Warszawa, mazowieckie",759000.0,65.0,pełna własność,3,do remontu,8,930.0,miejskie,wtórny,prywatny,1985,blok,1,Bemowo,11677.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ul. Waliców, Mirów, Wola, Warszawa, mazowieckie",1245000.0,57.4,spółdzielcze wł. prawo do lokalu,4,do remontu,3,1100.0,miejskie,wtórny,prywatny,1969,blok,1,Wola,21690.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"ul. Pory, Stegny, Mokotów, Warszawa, mazowieckie",1455000.0,76.87,pełna własność,3,do zamieszkania,2,1020.0,miejskie,wtórny,biuro nieruchomości,2008,apartamentowiec,1,Mokotów,18928.0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0
"Sielce, Mokotów, Warszawa, mazowieckie",1800000.0,69.97,pełna własność,2,do zamieszkania,3,1230.0,miejskie,wtórny,prywatny,1938,kamienica,0,Mokotów,25725.0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0
"ul. Bobrowiecka, Sielce, Mokotów, Warszawa, mazowieckie",1099000.0,62.2,pełna własność,2,do zamieszkania,1,755.0,miejskie,wtórny,biuro nieruchomości,2008,blok,1,Mokotów,17669.0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
"ul. Grochowska, Grochów, Praga-Południe, Warszawa, mazowieckie",899000.0,49.9,pełna własność,2,do zamieszkania,0,723.0,miejskie,wtórny,biuro nieruchomości,1955,blok,0,Praga-Południe,18016.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"ul. Puławska 27, Stary Mokotów, Mokotów, Warszawa, mazowieckie",939000.0,46.07,pełna własność,2,do zamieszkania,4,750.0,miejskie,wtórny,prywatny,1937,kamienica,1,Mokotów,20382.0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0
"ul. Pomorska, Nowodwory, Białołęka, Warszawa, mazowieckie",945000.0,70.0,pełna własność,3,do zamieszkania,0,1000.0,miejskie,wtórny,biuro nieruchomości,2007,blok,1,Białołęka,13500.0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
"ul. Josepha Conrada, Chomiczówka, Bielany, Warszawa, mazowieckie",780000.0,54.8,spółdzielcze wł. prawo do lokalu,3,do zamieszkania,8,1000.0,miejskie,wtórny,prywatny,1976,blok,1,Bielany,14234.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"ul. Claudia Monteverdiego, Białołęka Dworska, Białołęka, Warszawa, mazowieckie",899000.0,55.51,pełna własność,3,do zamieszkania,2,850.0,miejskie,wtórny,prywatny,2023,blok,1,Białołęka,16195.0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"Kabaty, Ursynów, Warszawa, mazowieckie",1250000.0,77.4,spółdzielcze wł. prawo do lokalu,3,do zamieszkania,1,1280.0,miejskie,wtórny,biuro nieruchomości,1999,blok,0,Ursynów,16150.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"ul. Emiliana Konopczyńskiego, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",1900000.0,60.0,pełna własność,2,do zamieszkania,5,880.0,miejskie,wtórny,biuro nieruchomości,1938,kamienica,1,Śródmieście,31667.0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0
"ul. Rajska, Wyględów, Mokotów, Warszawa, mazowieckie",825000.0,36.0,pełna własność,2,do zamieszkania,2,500.0,miejskie,wtórny,prywatny,2009,apartamentowiec,1,Mokotów,22917.0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0
"Sadyba, ul. Santocka, Augustówka, Mokotów, Warszawa, mazowieckie",1415000.0,74.59,pełna własność,4,do zamieszkania,2,1100.0,miejskie,wtórny,prywatny,2021,apartamentowiec,1,Mokotów,18970.0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1
"ul. Skoroszewska, Skorosze, Ursus, Warszawa, mazowieckie",699000.0,45.59,pełna własność,2,do zamieszkania,6,680.0,miejskie,wtórny,biuro nieruchomości,2010,blok,1,Ursus,15332.0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
"ul. Przasnyska, Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie",570000.0,38.0,spółdzielcze wł. prawo do lokalu,2,do wykończenia,0,300.0,miejskie,wtórny,biuro nieruchomości,1965,blok,1,Żoliborz,15000.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
"ul. Sienna, Mirów, Wola, Warszawa, mazowieckie",849000.0,37.0,pełna własność,2,do zamieszkania,7,750.0,miejskie,wtórny,biuro nieruchomości,1967,blok,1,Wola,22946.0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0
"ul. Herbu Oksza, Szamoty, Ursus, Warszawa, mazowieckie",997100.0,59.0,pełna własność,3,do zamieszkania,7,700.0,miejskie,wtórny,biuro nieruchomości,2022,blok,1,Ursus,16900.0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0
"ul. Dzieci Warszawy, Skorosze, Ursus, Warszawa, mazowieckie",853000.0,59.0,pełna własność,2,do zamieszkania,1,760.0,miejskie,wtórny,biuro nieruchomości,2010,blok,1,Ursus,14458.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"ul. Górna Droga, Czechowice, Ursus, Warszawa, mazowieckie",660000.0,59.0,pełna własność,3,do wykończenia,6,800.0,miejskie,wtórny,biuro nieruchomości,2001,blok,1,Ursus,11186.0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
"ul. Korkowa, Marysin Wawerski, Wawer, Warszawa, mazowieckie",797000.0,51.5,pełna własność,2,do zamieszkania,4,750.0,miejskie,wtórny,biuro nieruchomości,2014,blok,1,Wawer,15476.0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0
"ul. Konotopska, Gołąbki, Ursus, Warszawa, mazowieckie",847000.0,59.3,pełna własność,3,do zamieszkania,1,860.0,miejskie,wtórny,biuro nieruchomości,2013,blok,1,Ursus,14283.0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
"ul. Jasnodworska, Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie",829000.0,47.0,spółdzielcze wł. prawo do lokalu,3,do zamieszkania,3,570.0,miejskie,wtórny,biuro nieruchomości,1977,blok,0,Żoliborz,17638.0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0
"ul. Korkowa, Marysin Wawerski, Wawer, Warszawa, mazowieckie",797000.0,51.5,pełna własność,3,do zamieszkania,4,750.0,miejskie,wtórny,biuro nieruchomości,2014,blok,1,Wawer,15476.0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0
"ul. Mordechaja Anielewicza, Muranów, Śródmieście, Warszawa, mazowieckie",887000.0,54.0,pełna własność,3,do wykończenia,0,690.0,miejskie,wtórny,biuro nieruchomości,1966,kamienica,1,Śródmieście,16426.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"ul. Dzieci Warszawy 28f, Skorosze, Ursus, Warszawa, mazowieckie",1169000.0,71.0,pełna własność,3,do zamieszkania,3,1080.0,miejskie,wtórny,biuro nieruchomości,2020,blok,1,Ursus,16465.0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
"ul. Nowolipie 17B, Muranów, Śródmieście, Warszawa, mazowieckie",924000.0,57.5,pełna własność,3,do wykończenia,2,690.0,miejskie,wtórny,biuro nieruchomości,1949,kamienica,0,Śródmieście,16070.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"ul. Skoroszewska, Skorosze, Ursus, Warszawa, mazowieckie",899000.0,63.0,pełna własność,3,do zamieszkania,3,1050.0,miejskie,wtórny,biuro nieruchomości,2003,blok,1,Ursus,14270.0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
"ul. Konotopska, Gołąbki, Ursus, Warszawa, mazowieckie",693000.0,49.2,pełna własność,2,do zamieszkania,0,900.0,miejskie,wtórny,biuro nieruchomości,2012,apartamentowiec,1,Ursus,14085.0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"Niedźwiadek, Ursus, Warszawa, mazowieckie",888888.0,64.0,pełna własność,3,do zamieszkania,4,860.0,miejskie,wtórny,biuro nieruchomości,1997,blok,0,Ursus,13889.0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1
"Rakowiec, Ochota, Warszawa, mazowieckie",529000.0,28.0,spółdzielcze wł. prawo do lokalu,1,do zamieszkania,3,1.0,miejskie,wtórny,biuro nieruchomości,1966,blok,0,Ochota,18893.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ul. Garwolińska, Grochów, Praga-Południe, Warszawa, mazowieckie",555000.0,38.0,spółdzielcze wł. prawo do lokalu,2,do remontu,4,550.0,miejskie,wtórny,biuro nieruchomości,1968,blok,1,Praga-Południe,14605.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"ul. Nicejska, Stegny, Mokotów, Warszawa, mazowieckie",558000.0,31.0,pełna własność,1,do wykończenia,9,500.0,miejskie,wtórny,biuro nieruchomości,1970,blok,1,Mokotów,18000.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"ul. Wspólna Droga, Grochów, Praga-Południe, Warszawa, mazowieckie",570000.0,37.0,pełna własność,2,do remontu,8,700.0,miejskie,wtórny,biuro nieruchomości,1967,blok,1,Praga-Południe,15405.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ul. Apenińska, Bemowo-Lotnisko, Bemowo, Warszawa, mazowieckie",985000.0,50.01,pełna własność,2,do zamieszkania,2,778.64,miejskie,wtórny,biuro nieruchomości,2006,blok,1,Bemowo,19696.0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0
"ul. Artura Malawskiego, Wyględów, Mokotów, Warszawa, mazowieckie",880000.0,49.0,pełna własność,2,do remontu,5,760.0,miejskie,wtórny,biuro nieruchomości,1960,blok,1,Mokotów,17959.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ul. Laurowa, Żerań, Białołęka, Warszawa, mazowieckie",637000.0,45.58,pełna własność,2,do zamieszkania,1,800.0,miejskie,wtórny,biuro nieruchomości,2005,blok,0,Białołęka,13975.0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0
"Bródno-Podgrodzie, Targówek, Warszawa, mazowieckie",875000.0,46.4,spółdzielcze wł. prawo do lokalu,3,do zamieszkania,10,695.0,miejskie,wtórny,prywatny,1977,blok,1,Targówek,18858.0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0
"ul. Adama Próchnika, Stary Żoliborz, Żoliborz, Warszawa, mazowieckie",869000.0,34.5,pełna własność,1,do zamieszkania,3,500.0,miejskie,wtórny,biuro nieruchomości,1936,kamienica,0,Żoliborz,25188.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"al. Aleja Rzeczypospolitej, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",990000.0,50.2,pełna własność,2,do zamieszkania,3,900.0,miejskie,wtórny,prywatny,2009,apartamentowiec,1,Wilanów,19721.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"Zerzeń, Wawer, Warszawa, mazowieckie",599000.0,40.27,pełna własność,3,do wykończenia,3,600.0,miejskie,wtórny,prywatny,2023,blok,1,Wawer,14875.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ul. Topiel, Powiśle, Śródmieście, Warszawa, mazowieckie",1270000.0,53.8,pełna własność,2,do zamieszkania,2,767.0,miejskie,wtórny,prywatny,1930,kamienica,0,Śródmieście,23606.0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0
"Pohulanka 3A, Elsnerów, Targówek, Warszawa, mazowieckie",1125000.0,72.9,pełna własność,3,do zamieszkania,0,1000.0,miejskie,wtórny,biuro nieruchomości,2019,blok,1,Targówek,15432.0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0
"Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",699000.0,27.8,spółdzielcze wł. prawo do lokalu,2,do zamieszkania,2,500.0,miejskie,wtórny,prywatny,1970,blok,1,Śródmieście,25144.0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0
"ul. Marszałkowska, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",1450000.0,58.15,pełna własność,3,do zamieszkania,3,1100.0,miejskie,wtórny,biuro nieruchomości,1959,blok,1,Śródmieście,24936.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"ul. Freta, Nowe Miasto, Śródmieście, Warszawa, mazowieckie",1288710.0,49.95,pełna własność,2,do zamieszkania,3,600.0,miejskie,wtórny,prywatny,1950,kamienica,0,Śródmieście,25800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ul. Alternatywy, Stary Imielin, Ursynów, Warszawa, mazowieckie",1500000.0,86.76,spółdzielcze wł. prawo do lokalu,3,do zamieszkania,8,1160.0,miejskie,wtórny,biuro nieruchomości,2006,apartamentowiec,1,Ursynów,17289.0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0
"ul. Garwolińska, Grochów, Praga-Południe, Warszawa, mazowieckie",569000.0,39.0,pełna własność,2,do remontu,2,600.0,miejskie,wtórny,biuro nieruchomości,1965,blok,1,Praga-Południe,14590.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Skorosze, Ursus, Warszawa, mazowieckie",1250000.0,77.0,pełna własność,4,do zamieszkania,7,850.0,miejskie,wtórny,prywatny,2017,blok,1,Ursus,16234.0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
"Pieskowa Skała, Wyczółki, Ursynów, Warszawa, mazowieckie",935000.0,47.0,pełna własność,2,do zamieszkania,2,630.0,miejskie,wtórny,biuro nieruchomości,2020,apartamentowiec,1,Ursynów,19894.0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0
"ul. Instalatorów, Raków, Włochy, Warszawa, mazowieckie",1249000.0,69.4,pełna własność,3,do zamieszkania,2,900.0,miejskie,wtórny,prywatny,2019,apartamentowiec,1,Włochy,17997.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
"Grochów, Praga-Południe, Warszawa, mazowieckie",950000.0,49.0,pełna własność,2,do zamieszkania,0,930.0,miejskie,wtórny,prywatny,2015,blok,0,Praga-Południe,19388.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"Chomiczówka, Bielany, Warszawa, mazowieckie",1300000.0,80.89,pełna własność,3,do zamieszkania,7,1100.0,miejskie,wtórny,prywatny,2012,blok,1,Bielany,16071.0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0
"ul. Narwik, Górce, Bemowo, Warszawa, mazowieckie",1250000.0,57.82,pełna własność,3,do zamieszkania,2,950.0,miejskie,pierwotny,prywatny,2023,apartamentowiec,1,Bemowo,21619.0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1
"Grodzisk, Białołęka, Warszawa, mazowieckie",549000.0,40.0,pełna własność,2,do wykończenia,2,500.0,miejskie,wtórny,prywatny,2023,blok,1,Białołęka,13725.0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"ul. Jana Kazimierza, Odolany, Wola, Warszawa, mazowieckie",1657000.0,72.36,pełna własność,3,do zamieszkania,3,940.0,miejskie,pierwotny,prywatny,2018,blok,1,Wola,22899.0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"ul. Kajetana Garbińskiego 3, Ulrychów, Wola, Warszawa, mazowieckie",590000.0,37.15,pełna własność,2,do remontu,9,490.0,miejskie,wtórny,prywatny,1965,blok,1,Wola,15882.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
"Muranów, Śródmieście, Warszawa, mazowieckie",1280000.0,52.5,pełna własność,4,do zamieszkania,9,750.0,miejskie,wtórny,prywatny,2010,apartamentowiec,1,Śródmieście,24381.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
"ul. Góralska, Ulrychów, Wola, Warszawa, mazowieckie",640000.0,36.0,spółdzielcze wł. prawo do lokalu,2,do zamieszkania,6,800.0,miejskie,wtórny,biuro nieruchomości,1975,blok,1,Wola,17778.0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0
"Zawady, Wilanów, Warszawa, mazowieckie",995000.0,54.64,pełna własność,2,do wykończenia,0,800.0,miejskie,wtórny,prywatny,2021,blok,1,Wilanów,18210.0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0
"ul. Czerniakowska, Solec, Śródmieście, Warszawa, mazowieckie",740000.0,37.4,pełna własność,2,do zamieszkania,6,730.0,miejskie,wtórny,prywatny,1970,blok,1,Śródmieście,19786.0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0
"ul. Komputerowa 8, Służewiec, Mokotów, Warszawa, mazowieckie",1150000.0,58.62,pełna własność,3,do zamieszkania,6,650.0,miejskie,wtórny,prywatny,2020,blok,1,Mokotów,19618.0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0
"ul. Kłopot, Powązki, Wola, Warszawa, mazowieckie",1199000.0,37.69,pełna własność,2,do zamieszkania,9,430.0,miejskie,wtórny,prywatny,2020,apartamentowiec,1,Wola,31812.0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
